objective,l,std(y),"corr(y,c)",Gini(k),Bottom 40%,Top 20%,Top 1%,"Time, sec.",R2,K_mean,K_std
euler,1,0.09507855001011406,0.9581960834879832,0.027831001134284383,0.38138772768825463,0.2142976781599677,0.011339606411943919,11.246432065963745,0.99999800998428,7.4967104631518895,0.37124603321966765
euler,5,0.8380772036430598,0.03606059578203419,0.06047391161839455,0.3584037817068185,0.2304105741948762,0.012628097331934957,11.943596839904785,0.999998888597731,254.60929999699331,8.20836423978643
euler,10,1.881370655802688,0.4886618218196706,0.06410250442161969,0.356425460496271,0.23237085421579198,0.013283459442602086,12.774712085723877,0.9999990659510833,505.02898766958884,19.588623308290135
euler,50,9.176445729880625,0.7831474781100866,0.07119803009102621,0.35230426164844547,0.23746067177660582,0.013904001774491968,16.71857714653015,0.9999930181454448,2328.9749516247066,95.35543985995349
euler,100,14.600026366116332,0.7284486070703512,0.07040557510078504,0.35242018830004923,0.2365334366632205,0.013767999504119681,21.247968912124634,0.9999946799843307,4831.069857602592,142.0122220716857
euler,500,86.03846175698749,0.8249021650115179,0.06945372988284748,0.35338408914413466,0.23667106676962224,0.01393190329010568,85.72150182723999,0.9999984255153351,24072.732052483036,856.6266820216231
euler,1000,107.35426832056787,0.07967005700075014,0.09429987034891152,0.33652657415223425,0.2491583890907421,0.015192104363933288,214.66421604156494,0.9938266989944454,25513.985115862386,1267.4474700143514
bellman,1,0.004456004737148288,0.9999944487919527,0.025463376637415713,0.38282118306757584,0.21312077744998884,0.011280359623470723,12.888786792755127,0.9999925975210949,0.0015516797536000964,6.99557183679293e-05
bellman,5,0.30266123983470233,0.9789989175302508,0.17450402026414835,0.28453377394317975,0.29591676826164776,0.02180616377580852,14.813583135604858,0.9882485722605084,4.043221007279147,0.4095510171279195
bellman,10,0.7289215556628055,0.9712756115936783,0.1776076745130446,0.2843373517811126,0.3002876255022434,0.022522532947020207,14.600742101669312,0.9886476119087843,13.407905202480716,1.2829535140812656
bellman,50,3.2114359813982207,0.9746343835384043,0.13533302511945777,0.31075428558268176,0.2746127293489668,0.018696291218416514,18.824910163879395,0.9856680569694123,80.91297910940901,5.229088695777779
bellman,100,0.368364041625746,0.9999942780450961,0.1146605657938462,0.3235573816452567,0.2616067039108406,0.016846573235436816,23.95475935935974,0.9476883839051797,0.09718703581613504,0.005081274578157365
bellman,500,66.51703085887488,0.6670484577754763,0.21743661606628684,0.26234405468795985,0.3292987887553832,0.029863294606613425,78.04432010650635,0.963747906479762,1311.6574549742513,287.82796528080854
bellman,1000,61.379213746811125,0.7771905184846827,0.11986651819381744,0.32087839743475377,0.26569192562369115,0.017648837214712398,199.6833860874176,0.9649877022311305,1965.0591925613662,203.91610603297224
