epoch,objective_train,test_euler_residual_mean,test_euler_residual_p50,test_euler_residual_p90,test_lifetime_reward_mean,aggregate_capital_mean,aggregate_capital_std,wall_time_sec,seed,net_size,objective_name,num_agents
100,-7.1104888916015625,0.0017518912685869736,0.0014856422657201218,0.0035034308521204815,8.132751993740111,5.273165793890788,0.19810199499021036,4.803435802459717,42,64,lifetime_reward,1
200,-8.38776969909668,0.0016233254787754905,0.001357065790279055,0.0033627419792980453,8.569357909972041,5.371111798381505,0.22011634725964138,9.624071836471558,42,64,lifetime_reward,1
300,-8.330757141113281,0.0016887924072722584,0.0014178693390720642,0.0034901076064748795,8.274395166757387,5.303159471165018,0.19122112811363406,14.449201822280884,42,64,lifetime_reward,1
400,-8.398115158081055,0.0016969802417867743,0.0015269640975082988,0.0034086568577345933,8.247447923713343,5.307713887534897,0.2020310455165427,19.297266006469727,42,64,lifetime_reward,1
500,-8.902295112609863,0.001594713527015754,0.0013672465253912192,0.0031769798791163595,8.38854292432816,5.422421791555793,0.21368366210678993,24.13617992401123,42,64,lifetime_reward,1
600,-7.676675319671631,0.0013752241504414037,0.0011836258376486386,0.0027570012810184358,8.063088013400744,5.351073810670061,0.20707596665898179,28.97203779220581,42,64,lifetime_reward,1
700,-7.79543399810791,0.0014971043630701425,0.0011799734888913171,0.0031886829035049137,8.344866161050778,5.373072542658392,0.23338817445410542,33.804770946502686,42,64,lifetime_reward,1
800,-6.86453914642334,0.0017258382239002572,0.0014279273908763823,0.0035573968894740517,8.10947442840904,5.260720850896816,0.23112351869633488,38.62430381774902,42,64,lifetime_reward,1
900,-10.189558982849121,0.0014242696931044151,0.0012731953589460998,0.0029631434936292283,8.669757001156464,5.454341581134562,0.16950286164863468,43.572261810302734,42,64,lifetime_reward,1
1000,-7.625736236572266,0.002126780881203561,0.00195044473616246,0.004120308245102923,8.606107630272929,5.311353882408473,0.19944122023556365,48.62997889518738,42,64,lifetime_reward,1
1100,-9.362822532653809,0.0014649414076789349,0.001241070801292543,0.003033685738873704,8.500070982734416,5.466206704306216,0.22753614919758414,53.67807602882385,42,64,lifetime_reward,1
1200,-8.671269416809082,0.0017786976193178818,0.0014952309353415405,0.0038052890766549162,8.23694496829452,5.318640447177109,0.23912871645536257,58.49311804771423,42,64,lifetime_reward,1
1300,-8.863215446472168,0.0017506164755132327,0.0015308428475284686,0.0035517535152569395,8.660108139657067,5.403619899458722,0.23861562479743462,63.29297494888306,42,64,lifetime_reward,1
1400,-8.596446990966797,0.001373540279844504,0.001114972105922818,0.0030017768707149006,8.924696127956858,5.5409732229661515,0.19511166279220335,68.0895688533783,42,64,lifetime_reward,1
1500,-8.719685554504395,0.001506333011273755,0.0012553157281887106,0.0031194949396546436,8.379561598691248,5.408342627522026,0.24101737784591556,72.99447202682495,42,64,lifetime_reward,1
1600,-9.125852584838867,0.0015129408455261176,0.0012598479546713781,0.0029939312867180547,8.349001228602752,5.394711867136704,0.2209145464981985,78.01707196235657,42,64,lifetime_reward,1
1700,-6.383471965789795,0.0026467149652667278,0.00252877117166761,0.005016558522508818,7.912336652080056,5.128100136548011,0.19591009825428565,82.9027841091156,42,64,lifetime_reward,1
1800,-8.343738555908203,0.0015047393602602118,0.001224186908911351,0.003177304348383193,8.749817459848723,5.505273892079752,0.22124482681271904,88.07777190208435,42,64,lifetime_reward,1
1900,-8.565899848937988,0.0016497670509562146,0.0014191519746327153,0.0034609127712268654,8.633425881702998,5.555834253298954,0.2833627070284273,93.56408882141113,42,64,lifetime_reward,1
2000,-7.710249423980713,0.0017510013879106908,0.0014850573380942311,0.0035629658891317643,8.428486182347264,5.327146129100934,0.22392061529488336,98.49810290336609,42,64,lifetime_reward,1
2100,-10.11691665649414,0.0019844794322464456,0.0017096399514384686,0.004049758176184581,8.254945841961717,5.267387708034064,0.19015029091465055,103.36708688735962,42,64,lifetime_reward,1
2200,-8.6634521484375,0.0015320828475691949,0.0012824179121972978,0.0031346568774685,8.335021211058036,5.473053776171647,0.2559167657609909,108.14294576644897,42,64,lifetime_reward,1
2300,-7.03310489654541,0.002611939543576514,0.002370652900395065,0.005060502156977087,8.18051145392135,5.188993552913396,0.21158724879173113,113.14666295051575,42,64,lifetime_reward,1
2400,-7.582375526428223,0.001821143552250853,0.0016723788126058459,0.0036649426562499034,8.04644647395991,5.240336091065839,0.17908031391577553,118.08660578727722,42,64,lifetime_reward,1
2500,-8.925650596618652,0.0014946224823912198,0.0013179191742606067,0.0031042806222772337,8.499574458144313,5.503164006572422,0.20748170043612815,123.05060577392578,42,64,lifetime_reward,1
2600,-8.072723388671875,0.0027611700604323673,0.002613750512092672,0.005087892125344373,8.27980828373625,5.190424453014744,0.22137744956165337,127.99879884719849,42,64,lifetime_reward,1
2700,-8.21744155883789,0.0014556147443825212,0.001218257007435608,0.0029603254346862733,8.236039971867632,5.366221642565456,0.26625712332458595,132.79194712638855,42,64,lifetime_reward,1
2800,-8.182991981506348,0.0018191152098665385,0.001604018882370939,0.003664355830415956,8.458561645705764,5.322101691996864,0.21165972760472818,137.59483695030212,42,64,lifetime_reward,1
2900,-8.335160255432129,0.0016667802221419102,0.0014931707888515833,0.0033241366489754846,8.437028930868948,5.35292381347711,0.21144792952995292,142.41772079467773,42,64,lifetime_reward,1
3000,-8.879060745239258,0.001434541411680449,0.0012353101360644825,0.002888609915548757,8.569991555706617,5.504594244842101,0.21238070482492616,147.2168641090393,42,64,lifetime_reward,1
