objective,l,std(y),"corr(y,c)",Gini(k),Bottom 40%,Top 20%,Top 1%,"Time, sec.",R2,K_mean,K_std
euler,1,1.3036408958104114e-08,0.8361284464433248,1.642182367866951e-08,0.3999999879693272,0.20000000784000896,0.010000000472512056,82.49768900871277,0.10425336049217182,2.314448842493664,6.605702938217413e-08
euler,5,0.05367365273966184,0.9168234148121787,0.7560065384714787,0.022370220261487706,0.9480754932236138,0.0512668619499559,87.75743794441223,0.9807773428035635,3.9977752035448995,0.13789146004652394
euler,10,0.07877428774347231,0.9999864130356286,0.37856671966410493,0.1739201829253632,0.4469311271136062,0.05408759049759244,92.01496911048889,0.8976645532495405,0.0021363423379655287,0.0011586057246212834
euler,50,0.050526510890051266,0.999999971551715,0.24238829323358702,0.24840196936516998,0.3474906982691458,0.03224989277194008,116.10656809806824,0.886969221938308,8.719516502205054e-05,3.303006230714464e-05
euler,100,0.08018800542071496,0.9999999756445616,0.17387707847952893,0.28867012493796285,0.3018379960761314,0.023968546418123435,146.0126609802246,0.8622918554901521,0.00014344826717944248,4.600859334805422e-05
euler,500,0.595090966792595,-0.14274450363771815,0.014585269997228867,0.38870874270500205,0.2037861977110644,0.010189310005830707,521.6145119667053,0.971159675565654,13449.15688241558,14.48897019449922
euler,1000,142.54682812559523,0.7057479803444028,0.2663813190641515,0.22301615465055818,0.349327743092604,0.02424427168755172,1709.5348770618439,0.9736749588556147,2054.7289103191356,647.6165407147062
