objective,l,std(y),"corr(y,c)",Gini(k),Bottom 40%,Top 20%,Top 1%,"Time, sec.",R2,K_mean,K_std
euler,1,0.10852207780896167,-0.9943653683746682,0.01113648782446841,0.3925055694064698,0.20558542826316234,0.010512424217502444,1861.2568578720093,0.9999993291910105,51.47053916546896,1.018158945618032
euler,5,0.5886564006936008,0.25506631064603874,0.2056249282272613,0.2628734874339823,0.31148153394856715,0.02085143610178321,44.58851504325867,0.9999987719690097,257.82944947200684,5.0209245971365215
euler,10,1.2563222311459696,0.4554707765465426,0.22241195813213888,0.2528793500016595,0.3232093940930284,0.02280597197732644,46.95428109169006,0.9999990094339918,516.0973521246814,11.554502653434755
euler,50,5.999708442944217,0.2943961916165036,0.24693430691214746,0.24322693681091875,0.34666770485449755,0.029926966037952356,66.24037313461304,0.9999993727738712,2596.776276158921,58.14110816137853
euler,100,10.264302774916374,0.6424873576509703,0.25920693758417834,0.23404125958089708,0.3524771745024893,0.02966019055030541,83.88777875900269,0.9999989606694372,5115.1097567265215,87.76022131075342
euler,500,57.08184694904584,0.5969758196043057,0.26292379078745687,0.23506457466962707,0.3593560634764055,0.03460945831804245,292.3899359703064,0.9999714758135443,23381.964831473488,497.6148771875069
euler,1000,73.76829359334975,0.2103631452603365,0.27313742694659404,0.22940939471483632,0.3666277031310059,0.03681887889676566,725.8851871490479,0.9974569869959888,34294.73170832954,720.9744893095151
bellman,1,0.0031172786668326323,0.9999883622799127,0.02270351665307735,0.3847631529591272,0.21206132328803007,0.011135754104880121,44.16503095626831,0.9999949910845669,0.0012162685637784273,4.8949518198257e-05
bellman,5,0.7358596412011118,0.10900899500994969,0.5321463012437442,0.07997227257369466,0.5564791847015594,0.04831159941580542,49.90306210517883,0.9942851898760218,56.29606997535582,7.813691776229172
bellman,10,1.3051363829517229,0.21738758860768795,0.4087753351676837,0.1401101628427122,0.4510866027965694,0.037767526945959654,50.06308197975159,0.997328805360281,125.24910023786826,15.442758597238429
bellman,50,6.679133530047973,0.23530721415166442,0.4766247723693142,0.10498884037904774,0.5035762569583357,0.04915993428594321,69.55514907836914,0.9968164279710192,560.7306204702132,70.31947850473385
bellman,100,13.395944455896176,0.0216217285753872,0.4665091264007619,0.1010061684091463,0.48368639487448495,0.04389536044822691,92.16199517250061,0.9968354620459121,1295.3593462904705,169.51268260389955
bellman,500,44.29679938340571,0.33095555966870677,0.568032399119826,0.07473055168213809,0.603200024631262,0.06518675403093221,281.75558710098267,0.9757980898318621,5496.569934083897,410.8864878047498
bellman,1000,81.31424930790148,0.2986927875159562,0.5282941665089069,0.09960818684650795,0.5740420458692707,0.07095116606088726,707.7363748550415,0.9774674124884847,9184.42655941397,744.2685362882015
