run_id,timestamp,git_hash,objective,network_size,epoch,loss,euler_fb_mean,euler_fb_finite_ratio,violation_count,warning_count,exception_flag,exception_type,exception_message,lifetime_reward_mean
20260105_193037,2026-01-05T19:31:01.932279,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,4999,0.0010823708726093173,0.04068795733751358,1.0,0,0,0,,,0.3755172238575143
20260105_193037,2026-01-05T19:31:02.411986,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5099,0.0011960403062403202,0.04017316140628282,1.0,0,0,0,,,0.3762804602422001
20260105_193037,2026-01-05T19:31:02.910767,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5199,0.001090517733246088,0.03984623428697887,1.0,0,0,0,,,0.3771896318788879
20260105_193037,2026-01-05T19:31:03.359925,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5299,0.0010148428846150637,0.04015788435237482,1.0,0,0,0,,,0.37742999960879736
20260105_193037,2026-01-05T19:31:03.793272,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5399,0.0011350304121151567,0.03906706357684016,1.0,0,0,0,,,0.37900894216466036
20260105_193037,2026-01-05T19:31:04.243720,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5499,0.0005803156527690589,0.039606948362079494,1.0,0,0,0,,,0.3800684462819558
20260105_193037,2026-01-05T19:31:04.726163,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5599,0.0008725689258426428,0.03805199102384904,1.0,0,0,0,,,0.37912781777250504
20260105_193037,2026-01-05T19:31:05.182319,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5699,0.00039346914854831994,0.03874765529033539,1.0,0,0,0,,,0.3817221698896949
20260105_193037,2026-01-05T19:31:05.623032,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5799,0.001052706502377987,0.0389586707874696,1.0,0,0,0,,,0.38299206353304294
20260105_193037,2026-01-05T19:31:06.087729,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5899,0.0009119975147768855,0.03974683445922892,1.0,0,0,0,,,0.38401926099367667
20260105_193037,2026-01-05T19:31:06.546462,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,5999,0.0009408585610799491,0.03853200159633161,1.0,0,0,0,,,0.3837812749182703
20260105_193037,2026-01-05T19:31:06.985182,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,6099,0.0006635347963310778,0.039558686384771134,1.0,0,0,0,,,0.3850484325008456
20260105_193037,2026-01-05T19:31:07.412670,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,6199,0.0006620524218305945,0.03885170282433137,1.0,0,0,0,,,0.3854251425984744
20260105_193037,2026-01-05T19:31:07.863641,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,6299,0.0011201802408322692,0.03704563282680283,1.0,0,0,0,,,0.38427343102649913
20260105_193037,2026-01-05T19:31:08.312416,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,6399,0.0007037334144115448,0.03633301717248287,1.0,0,0,0,,,0.3847711297748781
20260105_193037,2026-01-05T19:31:08.740300,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,6499,0.0007809126982465386,0.03897488456686915,1.0,0,0,0,,,0.3880850662631486
20260105_193037,2026-01-05T19:31:09.202144,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,6599,0.0006021815934218466,0.03816053377337994,1.0,0,0,0,,,0.38779932920778504
20260105_193037,2026-01-05T19:31:09.644691,6c5a48ebebf7b83f35ca1b620494e42394d48a01,euler,8x8,6699,0.0004945340915583074,0.0376789692393686,1.0,0,0,0,,,0.3896261146802338
