objective,l,std(y),"corr(y,c)",Gini(k),Bottom 40%,Top 20%,Top 1%,"Time, sec.",R2,K_mean,K_std
lifetime_reward,1,0.07826313124409616,0.9828548955515094,0.023150516687272082,0.3845145905368854,0.21193257124984818,0.011123855363044124,143.77266812324524,0.9999926851626764,5.143036499893776,0.21178278197672265
lifetime_reward,5,0.42798867951694725,0.9560592727939538,0.1670764435368821,0.29232898456465595,0.2974544820925696,0.020428955463119458,152.29035687446594,0.9965677723102438,24.592029466145686,1.3147110272937124
lifetime_reward,10,0.9154831244522547,0.9758179396561365,0.16958393202142652,0.29115736171941525,0.2987605918841713,0.022148916037765927,149.70949816703796,0.9973556810255211,52.43088248498146,2.7540846261099152
lifetime_reward,50,5.07687345643027,0.9587564352738663,0.38681687028226897,0.16470941496735064,0.4559348817241526,0.03374034452499716,167.29188132286072,0.9974652786150345,265.9367574272927,19.446997890721185
lifetime_reward,100,6.8104873829157535,0.8377763357740647,0.33683326834970106,0.20217464508920768,0.43167711022399674,0.035664545130226204,224.53643131256104,0.9876169874332,535.7416676979991,27.625930746643146
lifetime_reward,500,44.01232683117445,0.7345851429303619,0.3096388482449557,0.2191645675061792,0.4128607708276682,0.03673699406637772,1064.3810119628906,0.9731615846405991,2800.1969696166584,164.0548327574536
lifetime_reward,1000,83.55179179616127,0.5586850626644283,0.3765438882799339,0.18622682238466448,0.4735154507869564,0.03960883973066769,2668.939795255661,0.9532805671208839,5840.681985540337,385.2592533407068
euler,1,0.10107849473432004,0.9366459932935526,0.032765892924417894,0.3781064474888426,0.2168789960564127,0.011586819172728434,11.079144954681396,0.9999982059639951,7.478951627297431,0.43620201535182673
euler,5,0.8384463546557325,0.22996823097820138,0.0603240172439965,0.3585063794162694,0.2303329805570775,0.012621732151147607,11.771944999694824,0.9999989942615145,255.46952773991055,8.20629354519837
euler,10,1.8873060457682906,0.4198471003201365,0.0637037851828488,0.35669344462554264,0.23216159200750242,0.013260587418626272,12.295583009719849,0.9999993271589074,512.6993504451245,19.723092478863638
euler,50,9.233273297972278,0.7812255253839968,0.06928525249281092,0.3535633115928262,0.23641098068511696,0.013789256585709784,16.782436847686768,0.9999939836267127,2434.9632187571815,96.55207348704148
euler,100,13.896792979309609,0.7641984420707562,0.15474453367417085,0.3034390301960482,0.2939900935938308,0.022511061149720218,21.23621678352356,0.9840579497574241,224.3548195222426,64.70796696623532
euler,500,83.12826636408656,0.6247749340246013,0.07304234589116287,0.35110621350688576,0.23877853847729463,0.014248138946945405,76.54089903831482,0.999877716099398,21793.220911426615,774.6098634019837
euler,1000,114.90509796676852,0.599827067550263,0.07614960141812133,0.3488876609237871,0.2400755768843564,0.014274901768529647,232.35741806030273,0.9977593740469862,32135.802115001363,860.3265631797168
bellman,1,0.036265002843384235,0.9946487620063238,0.03177369888402781,0.37874199342222997,0.21666877325357353,0.011669531176645648,13.283087968826294,0.9999210880514273,0.4216611657702061,0.02382022586840474
bellman,5,0.3073529344120453,0.9691232201721212,0.18293834257431185,0.2785985801433417,0.3011583696924345,0.021565399279616718,13.88262391090393,0.9798432118753843,4.11914554108338,0.4350899419386298
bellman,10,0.8777970235043225,0.9548165913139826,0.21063768693238627,0.26557620659719,0.32366949406482537,0.027638575815573375,14.115831136703491,0.9882638647740217,15.183165899782916,1.9492865372430033
bellman,50,4.833893432559355,0.8489716601510241,0.7309104283842891,0.08176386464157949,0.7786012970682878,0.3412836289478639,19.665569067001343,0.985200186110201,268.3161743123302,16.267862445447317
bellman,100,9.071895413626729,0.6888034488305262,0.6620396384169049,0.11478832750269814,0.7179998947504006,0.6009315046874768,23.620084047317505,0.9845820994293946,673.7683164402437,41.29219406862336
bellman,500,58.549414062929685,0.44581214146520665,0.20207519028454768,0.26877851097369604,0.3153143071670032,0.024242614380573162,76.42857694625854,0.9623320526852087,2966.9996471026234,375.7474803136286
bellman,1000,73.0307731655496,0.643044551509629,0.12446561440217829,0.31711839577183704,0.26688739430242997,0.017518080164563462,185.5997350215912,0.9697913526946118,3091.545122559045,344.15814852301264
