objective,l,std(y),"corr(y,c)",Gini(k),Bottom 40%,Top 20%,Top 1%,"Time, sec.",R2,K_mean,K_std
euler,1,0.07091721483788387,0.8575087736207957,0.019252556046077896,0.38698045352813776,0.20990623444840847,0.01081210539473099,49.227972984313965,0.9999967767571921,11.486846238937186,0.3883523745765936
euler,5,0.40068077121263806,0.2948892666678371,0.04463573400997345,0.3642809675815246,0.2121326147901246,0.010606630881520085,52.683457136154175,0.9787315948787082,129.1898425247978,3.8146037471737637
euler,10,0.7948722575382751,0.5858186406689743,0.02940125918405556,0.3777535688204201,0.2074155416888904,0.010370777249020314,54.77538871765137,0.9799374210394931,264.296467858123,5.107734115011975
euler,50,4.019703519678602,0.769214167055245,0.049262680096019196,0.3602841715522955,0.2139636050096976,0.010698180520263278,72.46510219573975,0.9895956528709483,1280.891726052371,20.46966504124276
euler,100,6.95638797767466,0.8473279870031323,0.06114112591426557,0.35019118269239885,0.21768511900285342,0.010884256226420324,93.15175890922546,0.986038897702663,2518.0753806335333,23.6394896049678
euler,500,23.11044252544951,0.9994374154735274,0.40300675786499074,0.14856106370610758,0.451321424143373,0.0468139969820898,317.67271971702576,0.9533969142597611,4.23963584396206,3.1100214530252606
euler,1000,61.689292087155714,0.4663083108054043,0.15029070869808758,0.2837406102257547,0.2558536860600184,0.012792684758689363,784.3898649215698,0.9914416951568766,21423.118598690548,526.1139547209475
bellman,1,0.039061605786846455,0.9580438979010173,0.02307627116105615,0.38458145370337365,0.2124879981871016,0.011033614739942903,51.3188259601593,0.9999917275907945,1.6072881326319302,0.0654341775352154
bellman,5,0.6308898390114291,0.28598423793150823,0.4848317283194432,0.10779035892394592,0.5293137394179802,0.03411477690548124,55.7730028629303,0.9912755388644184,40.15259766926271,5.646327596677241
bellman,10,0.979251300330422,0.44146530402574646,0.3763778002102727,0.16196907541770908,0.43559242100458184,0.027576572705883526,57.68895506858826,0.9939082410139572,99.41481971636931,8.392711423576229
bellman,50,4.0073714649108085,0.6105006852243804,0.4416185410809532,0.12659321053709174,0.4826030061836899,0.03975399461433874,77.44321990013123,0.992829124024088,335.2186165158854,27.513912516035802
bellman,100,10.742861004217003,0.24464815257077685,0.35199005387416027,0.16549895604974638,0.40181810566627063,0.02381775601089546,99.33101487159729,0.9943056951752546,1150.6869023001202,114.39449411853255
bellman,500,46.04695625509497,0.4051401692330847,0.3319187826584389,0.18682758705720837,0.39833048948445904,0.031790868705194104,289.8102550506592,0.9823131502702125,3514.6261042058045,356.47668155350664
bellman,1000,80.26257571268717,0.27472879995537053,0.5385094323506125,0.08091863558718408,0.5779359823190827,0.0354371214111706,723.2415051460266,0.9707118485481843,7732.867003397927,728.1003518134501
